"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Subdivision/Condo Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","T3445511","SLD","4504 S LOIS AVE","TAMPA","33611","MANHATTAN MANOR 3","","1,162","$400,000","3","1","0","1954","None","Single Family Residence","$1,221.12","16","16","16","Conventional","08/03/2023","$357.14","$344.23","0.96","CHIRINO REAL ESTATE","Zen Boughton","261567574","780577","Tampa","Tampa"
"1","T3448722","SLD","11366 BROOK EDGE AVE","RIVERVIEW","33569","BELL CREEK LANDING LOT 59","","2,039","$401,990","4","2","1","2024","None","Single Family Residence","$5,296.00","4","4","31","VA","10/04/2023","$197.15","$197.15","1.00","CASA FRESCA REALTY","Steve Moss","261558706","285515142","Tampa","Tampa"
"1","T3445480","SLD","13814 CHALK HILL PL","RIVERVIEW","33579","SOUTH FORK UNIT 8","","2,500","$402,000","4","2","1","2008","None","Single Family Residence","$4,960.06","215","33","34","VA","07/25/2023","$162.00","$160.8","0.99","CENTURY 21 CIRCLE","Carolina Aguiar","261564181","261010944","Tampa","Tampa"
"1","U8200306","SLD","1114 TUXFORD DR","BRANDON","33511","PEPPERMILL III AT PROVIDENCE L","","1,771","$402,000","4","2","0","1987","None","Single Family Residence","$1,791.89","5","5","6","Conventional","06/30/2023","$225.80","$226.99","1.01","CHARLES RUTENBERG REALTY INC","David Mayhew","270527909","260011623","Pinellas Suncoast","Pinellas Suncoast"
"1","T3446418","SLD","9756 FOX CHAPEL RD","TAMPA","33647","PEBBLE CREEK VILLAGE UNIT 7","","1,490","$402,500","3","2","0","1988","Private","Single Family Residence","$1,900.63","3","3","4","Conventional","06/23/2023","$255.03","$270.13","1.06","ALIGN RIGHT REALTY RIVERVIEW","Jenny Finnegan","261565187","260000670","Tampa","Tampa"
"1","T3449052","SLD","7213 N 11TH ST","TAMPA","33604","HARRIS BRANCH","","1,200","$403,500","3","2","0","1999","None","Single Family Residence","$3,707.51","4","4","10","Conventional","07/05/2023","$312.50","$336.25","1.08","KELLER WILLIAMS TAMPA PROP.","Jim Ward","261503889","260033666","Tampa","Tampa"
"1","T3448046","SLD","11428 SAGE CANYON DR","RIVERVIEW","33578","VENTANA GRVS PH 1","","1,914","$405,000","4","2","1","2020","Community","Single Family Residence","$5,441.16","18","18","18","FHA","07/28/2023","$214.21","$211.6","0.99","KELLER WILLIAMS TAMPA PROP.","Laurie Dykeman, PA","261538753","260000779","Tampa","Tampa"
"1","A4571096","SLD","11727 GROVE ARCADE DR","RIVERVIEW","33569","BOYETTE FARMS PH 1","","2,262","$405,000","4","3","0","2002","None","Single Family Residence","$2,338.96","37","37","37","Conventional","08/18/2023","$189.66","$179.05","0.94","VETERANS REALTY INC.","Jorge Diaz","281531006","281527083","Sarasota - Manatee","Sarasota - Manatee"
"1","L4937159","SLD","12912 WOODLEIGH AVE","TAMPA","33612","TAMPAS NORTH SIDE CNTRY CL","","2,176","$405,000","3","3","0","1964","None","Single Family Residence","$434.00","60","60","60","Conventional","08/16/2023","$183.78","$186.12","1.01","KELLER WILLIAMS REALTY SMART","Tabatha Pugh","265578575","261554383","Lakeland","Lakeland"
"1","T3445523","SLD","12310 SILTON PEACE DR","RIVERVIEW","33579","PANTHER TRACE PH 2A-2 UNIT","","2,063","$405,000","3","2","0","2008","Community","Single Family Residence","$5,307.00","20","20","20","VA","07/26/2023","$203.59","$196.32","0.96","FLORIDA EXECUTIVE REALTY","Brian Allen","261548047","261556844","Tampa","Tampa"
