"#","ML Number","Status","Address","City","Zip","List Price","Close Price","Concessions","Rent Concession","ADOM","CDOM","Floors in Unit/Home","Basement","Garage Spaces","Garage Dimensions","Living Area Units","Year Built","Heated Area","SqFt Total"
"1","T3481610","ACT","12304 YELLOW ROSE CIR","RIVERVIEW","33569","$399,000","","","","54","207","One","","2","21x22","Square Feet","1988","2,364","3,084"
"1","T3479550","ACT","13705 ROTHMAN TATE PL","RIVERVIEW","33579","$399,000","","","","65","65","One","","3","","Square Feet","2006","2,042","3,167"
"1","O6148551","ACT","5210 S 84TH ST","TAMPA","33619","$399,000","","","","60","60","One","","","","Square Feet","1961","1,923","2,403"
"1","T3477066","ACT","12346 STREAMBED DR","RIVERVIEW","33579","$399,000","","","","73","73","One","","2","","Square Feet","2013","1,939","2,476"
"1","T3476283","ACT","8709 ELMDALE PL","TAMPA","33637","$399,000","","","","79","79","One","","1","","Square Feet","1969","1,782","11,745"
"1","T3472982","ACT","915 E 25TH AVE","TAMPA","33605","$399,000","","","","93","93","Two","","","","Square Feet","1915","1,773","2,192"
"1","T3470659","ACT","4726 W BRADLEY ST","TAMPA","33616","$399,000","","","","76","76","One","","","","Square Feet","1951","1,031","1,031"
"1","T3469727","ACT","12833 GENEVA GLADE DR","RIVERVIEW","33578","$399,000","","","","104","104","Two","","2","","Square Feet","2011","2,276","2,973"
"1","U8207454","ACT","1902 E CARACAS ST","TAMPA","33610","$399,000","","","","136","136","One","","","","Square Feet","1925","1,621","2,025"
"1","T3486688","ACT","4907 E REGNAS AVE","TAMPA","33617","$399,350","","","","31","31","One","","","","Square Feet","1955","1,465","1,764"
"1","T3489255","ACT","7420 E CHELSEA ST","TAMPA","33610","$399,500","","","","15","15","One","","","","Square Feet","1967","1,632","1,764"
"1","T3485463","ACT","12643 LONGCREST DR","RIVERVIEW","33569","$399,500","","","","35","35","One","","2","21x20","Square Feet","2001","1,731","2,541"
"1","T3490064","ACT","1303 E DIANA ST","TAMPA","33604","$399,900","","","","13","13","One","","","","Square Feet","1952","1,208","1,256"
"1","T3489314","ACT","11012 GOLDEN SILENCE DR","RIVERVIEW","33579","$399,900","","","","17","17","Two","","2","","Square Feet","2004","1,939","2,373"
"1","T3486346","ACT","808 LOUISE ST","BRANDON","33511","$399,900","","","","20","20","One","","1","","Square Feet","2023","1,523","2,029"
"1","T3484599","ACT","4019 WARING DR","TAMPA","33610","$399,900","","","","39","39","One","","2","18x18","Square Feet","2023","1,365","1,841"
"1","T3484489","ACT","4507 W PAXTON AVE","TAMPA","33611","$399,900","","","","39","39","One","","","","Square Feet","1960","962","962"
"1","T3483010","ACT","5003 S 87 ST","TAMPA","33619","$399,900","","","","48","48","Two","","","","Square Feet","1960","2,398","3,076"
"1","T3482820","ACT","11134 GOLDENROD FERN DR","RIVERVIEW","33569","$399,900","","","","40","40","Two","","2","","Square Feet","2010","2,257","2,920"
"1","T3482605","ACT","12209 SWAYING MOSS CIR","RIVERVIEW","33569","$399,900","","","","46","46","Two","","2","","Square Feet","2011","2,588","3,290"
"1","T3478201","ACT","8409 TIDAL BREEZE DR","RIVERVIEW","33569","$399,900","","","","70","70","Two","","2","21x19","Square Feet","2010","2,828","3,342"
"1","T3475701","ACT","12633 LEMON PEPPER DR","RIVERVIEW","33578","$399,900","","","","33","33","One","","2","","Square Feet","2020","1,841","2,300"
"1","T3475692","ACT","1003 W BEACON AVE","TAMPA","33603","$399,900","","","","72","72","One","","","","Square Feet","1942","1,772","2,730"
"1","T3475493","ACT","502 E CLUSTER AVE","TAMPA","33604","$399,900","","","","75","75","One","","","","Square Feet","1964","998","998"
"1","T3470438","ACT","3407 PHILLIPS ST","TAMPA","33619","$399,900","","","","60","60","One","","","","Square Feet","2023","1,492","1,808"
"1","T3470421","ACT","3405 PHILLIPS ST","TAMPA","33619","$399,900","","","","60","60","One","","","","Square Feet","2023","1,492","1,808"
"1","T3468724","ACT","13828 HARVESTWOOD LN","RIVERVIEW","33569","$399,900","","","","114","114","Two","","2","","Square Feet","2020","1,965","2,581"
"1","T3458222","ACT","2011 GREEN JUNIPER LN","BRANDON","33511","$399,900","","","","154","154","One","","2","","Square Feet","1986","1,516","2,172"
"1","T3488171","ACT","1632 PORTSMOUTH LAKE DR","BRANDON","33511","$399,950","","","","22","22","One","","2","","Square Feet","1992","1,487","1,727"
