"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Subdivision/Condo Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","T3411096","EXP","3013 GRAHAM LN","TAMPA","33618","LAKE RIDGE REV","","2,205","$659,000","4","2","0","1987","None","Single Family Residence","$6,204.88","178","178","","","","$298.87","","","CARTWRIGHT REALTY","Tiia Cartwright","260030831","","Tampa","Tampa"
"1","T3411115","EXP","9661 GRETNA GREEN DR","TAMPA","33626","WESTCHASE SEC 307","","2,066","$659,900","3","2","0","2000","Community","Single Family Residence","$5,344.50","89","89","","","","$319.41","","","FLORIDA EXECUTIVE REALTY","Beth Cupari","261524331","","Tampa","Tampa"
"1","S5081893","EXP","19240 PEPPER GRASS DR","TAMPA","33647","BASEET CREEK ESTATE PHASE 2A","","3,164","$659,995","5","4","0","2014","None","Single Family Residence","$9,042.00","135","135","","","","$208.60","","","MCO REALTY","Angely Rodriguez Sanchez","272561672","","Osceola","Osceola"
"1","T3396388","EXP","19232 CLIMBING ASTER DR","TAMPA","33647","BASSET CREEK ESTATES PH 1","","3,358","$660,000","4","3","1","2008","Community","Single Family Residence","$9,906.00","132","132","","","","$196.55","","","COLDWELL BANKER REALTY","Monique Holston-Greene, PA","261549273","","Tampa","Tampa"
"1","T3420307","EXP","7410 S KISSIMMEE ST","TAMPA","33616","PORT TAMPA CITY MAP","","2,785","$669,400","4","3","1","2020","None","Single Family Residence","$329.56","72","72","","","","$240.36","","","REDFIN CORPORATION","Jonathan Benn","261544766","","Tampa","Tampa"
"1","T3413483","EXP","10403 RECLINATA LN","TAMPA","33618","CARROLLWOOD SUB UNIT 22B","","2,258","$674,900","4","2","0","1973","None","Single Family Residence","$6,229.24","91","91","","","","$298.89","","","CHARLES RUTENBERG REALTY INC","Zoltan Varszegi","261558572","","Tampa","Pinellas Suncoast"
"1","T3445975","EXP","3311 W CHERRY ST","TAMPA","33607","MACFARLANE PARK BLOCKS 11 THRU","","1,820","$684,999","4","2","1","2018","None","Single Family Residence","$4,672.00","182","182","","","","$376.37","","","A&M ALL PROS REALTY","Melanie Norris","261531448","","Tampa","Tampa"
"1","T3446479","EXP","5606 FELICE","TAMPA","33614","NE HILLSBOROUGH & DM S OF SLIGH","","2,546","$687,900","5","3","0","2023","None","Single Family Residence","$789.80","111","111","","","","$270.19","","","LA ROSA REALTY ST. PETERSBURG","Rebecca Imbeault","261558847","","Tampa","Pinellas Suncoast"
"1","T3399945","EXP","9914 KINGSHYRE WAY","TAMPA","33647","CROSS CREEK PRCL G PH 1","","2,752","$695,000","4","3","0","1999","Private","Single Family Residence","$4,863.00","176","176","","","","$252.54","","","FLORIDA HERITAGE RE GROUP LLC","Melanie Simonetti","261549180","","Tampa","Tampa"
"1","O6081442","EXP","816 E HOLLYWOOD ST","TAMPA","33604","MENDELS RESUB OF BLOC","","1,270","$699,000","2","2","0","1946","None","Single Family Residence","$4,919.98","302","271","","","","$550.39","","","CHARLES RUTENBERG REALTY ORLANDO","Mundy Burruezo","261202541","","Orlando Regional","Orlando Regional"
